TransData v2.3
Copyright (c) 2001-2011 by George Moromisato. All Rights Reserved.

Loading...done.
pass 1...
pass 2...
pass 3...
pass 4...
pass 5...
pass 6...
pass 7...
pass 8...
pass 9...
pass 10...
LABEL STATISTICS

Total labels: 300.00
level11,waterEnv,asymorphEco,EfreetRace: 0.10 (0.03%)
level11,waterEnv,asymorphEco,EfreetRace,JaxRace: 0.10 (0.03%)
level11,waterEnv,asymorphEco,JaxRace: 0.30 (0.10%)
level11,waterEnv,asymorphEco,ReenuRace: 0.10 (0.03%)
level11,waterEnv,asymorphEco,TesiphonRace: 0.10 (0.03%)
level11,waterEnv,asymorphEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level11,waterEnv,asymorphEco,TorQuanRace: 0.20 (0.06%)
level11,waterEnv,asymorphEco,TorQuanRace,JaxRace: 0.10 (0.03%)
level11,waterEnv,asymorphEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level11,waterEnv,EfreetRace: 0.30 (0.10%)
level11,waterEnv,EfreetRace,JaxRace: 0.30 (0.10%)
level11,waterEnv,ErebienRace: 0.20 (0.06%)
level11,waterEnv,ErebienRace,GromeRace: 0.10 (0.03%)
level11,waterEnv,ErebienRace,JaxRace: 0.10 (0.03%)
level11,waterEnv,GromeRace: 0.20 (0.06%)
level11,waterEnv,hydroidEco: 0.40 (0.13%)
level11,waterEnv,hydroidEco,ErebienRace: 0.20 (0.06%)
level11,waterEnv,hydroidEco,ErebienRace,GromeRace: 0.10 (0.03%)
level11,waterEnv,hydroidEco,ErebienRace,JaxRace: 0.10 (0.03%)
level11,waterEnv,hydroidEco,GromeRace: 0.20 (0.06%)
level11,waterEnv,hydroidEco,JaxRace: 0.20 (0.06%)
level11,waterEnv,hydroidEco,TesiphonRace: 0.20 (0.06%)
level11,waterEnv,hydroidEco,TesiphonRace,GromeRace: 0.10 (0.03%)
level11,waterEnv,hydroidEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level11,waterEnv,JaxRace: 0.70 (0.23%)
level11,waterEnv,primordialEco: 0.20 (0.06%)
level11,waterEnv,primordialEco,EfreetRace: 0.20 (0.06%)
level11,waterEnv,primordialEco,EfreetRace,JaxRace: 0.20 (0.06%)
level11,waterEnv,primordialEco,JaxRace: 0.20 (0.06%)
level11,waterEnv,ReenuRace: 0.10 (0.03%)
level11,waterEnv,TesiphonRace: 0.30 (0.10%)
level11,waterEnv,TesiphonRace,GromeRace: 0.10 (0.03%)
level11,waterEnv,TesiphonRace,JaxRace: 0.20 (0.06%)
level11,waterEnv,TorQuanRace: 0.20 (0.06%)
level11,waterEnv,TorQuanRace,JaxRace: 0.10 (0.03%)
level11,waterEnv,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12: 56.80 (18.93%)
level12,ancientEnv: 1.00 (0.33%)
level12,ancientEnv,asymorphEco: 0.30 (0.10%)
level12,ancientEnv,asymorphEco,GromeRace: 0.20 (0.06%)
level12,ancientEnv,asymorphEco,JaxRace: 0.10 (0.03%)
level12,ancientEnv,asymorphEco,TesiphonRace: 0.10 (0.03%)
level12,ancientEnv,asymorphEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,ancientEnv,asymorphEco,TorQuanRace: 0.20 (0.06%)
level12,ancientEnv,asymorphEco,TorQuanRace,GromeRace: 0.20 (0.06%)
level12,ancientEnv,crystallineEco: 0.40 (0.13%)
level12,ancientEnv,crystallineEco,EfreetRace: 0.10 (0.03%)
level12,ancientEnv,crystallineEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,ancientEnv,crystallineEco,ErebienRace: 0.10 (0.03%)
level12,ancientEnv,crystallineEco,ErebienRace,ReenuRace: 0.10 (0.03%)
level12,ancientEnv,crystallineEco,GromeRace: 0.10 (0.03%)
level12,ancientEnv,crystallineEco,JaxRace: 0.10 (0.03%)
level12,ancientEnv,crystallineEco,ReenuRace: 0.20 (0.06%)
level12,ancientEnv,crystallineEco,TorQuanRace: 0.20 (0.06%)
level12,ancientEnv,crystallineEco,TorQuanRace,GromeRace: 0.10 (0.03%)
level12,ancientEnv,crystallineEco,TorQuanRace,JaxRace: 0.10 (0.03%)
level12,ancientEnv,EfreetRace: 0.20 (0.06%)
level12,ancientEnv,EfreetRace,ReenuRace: 0.20 (0.06%)
level12,ancientEnv,ErebienRace: 0.10 (0.03%)
level12,ancientEnv,ErebienRace,ReenuRace: 0.10 (0.03%)
level12,ancientEnv,GromeRace: 0.50 (0.16%)
level12,ancientEnv,hydroidEco: 0.20 (0.06%)
level12,ancientEnv,hydroidEco,GromeRace: 0.20 (0.06%)
level12,ancientEnv,hydroidEco,TorQuanRace: 0.20 (0.06%)
level12,ancientEnv,hydroidEco,TorQuanRace,GromeRace: 0.20 (0.06%)
level12,ancientEnv,JaxRace: 0.20 (0.06%)
level12,ancientEnv,primordialEco: 0.10 (0.03%)
level12,ancientEnv,primordialEco,EfreetRace: 0.10 (0.03%)
level12,ancientEnv,primordialEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,ancientEnv,primordialEco,ReenuRace: 0.10 (0.03%)
level12,ancientEnv,ReenuRace: 0.30 (0.10%)
level12,ancientEnv,TesiphonRace: 0.10 (0.03%)
level12,ancientEnv,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,ancientEnv,TorQuanRace: 0.60 (0.20%)
level12,ancientEnv,TorQuanRace,GromeRace: 0.50 (0.16%)
level12,ancientEnv,TorQuanRace,JaxRace: 0.10 (0.03%)
level12,asymorphEco: 3.80 (1.26%)
level12,asymorphEco,EfreetRace: 0.20 (0.06%)
level12,asymorphEco,EfreetRace,JaxRace: 0.10 (0.03%)
level12,asymorphEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,asymorphEco,ErebienRace: 0.80 (0.26%)
level12,asymorphEco,ErebienRace,GromeRace: 0.40 (0.13%)
level12,asymorphEco,ErebienRace,JaxRace: 0.30 (0.10%)
level12,asymorphEco,ErebienRace,ReenuRace: 0.10 (0.03%)
level12,asymorphEco,GromeRace: 1.20 (0.40%)
level12,asymorphEco,JaxRace: 2.10 (0.70%)
level12,asymorphEco,ReenuRace: 0.50 (0.16%)
level12,asymorphEco,TesiphonRace: 0.50 (0.16%)
level12,asymorphEco,TesiphonRace,JaxRace: 0.40 (0.13%)
level12,asymorphEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,asymorphEco,TorQuanRace: 2.30 (0.76%)
level12,asymorphEco,TorQuanRace,GromeRace: 0.80 (0.26%)
level12,asymorphEco,TorQuanRace,JaxRace: 1.30 (0.43%)
level12,asymorphEco,TorQuanRace,ReenuRace: 0.20 (0.06%)
level12,chitometallicEco: 1.40 (0.46%)
level12,chitometallicEco,EfreetRace: 0.10 (0.03%)
level12,chitometallicEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,chitometallicEco,ErebienRace: 0.20 (0.06%)
level12,chitometallicEco,ErebienRace,JaxRace: 0.20 (0.06%)
level12,chitometallicEco,GromeRace: 0.70 (0.23%)
level12,chitometallicEco,JaxRace: 0.50 (0.16%)
level12,chitometallicEco,ReenuRace: 0.20 (0.06%)
level12,chitometallicEco,TesiphonRace: 0.10 (0.03%)
level12,chitometallicEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,chitometallicEco,TorQuanRace: 1.00 (0.33%)
level12,chitometallicEco,TorQuanRace,GromeRace: 0.70 (0.23%)
level12,chitometallicEco,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,chitometallicEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,crystallineEco: 1.10 (0.36%)
level12,crystallineEco,EfreetRace: 0.10 (0.03%)
level12,crystallineEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,crystallineEco,ErebienRace: 0.20 (0.06%)
level12,crystallineEco,ErebienRace,GromeRace: 0.10 (0.03%)
level12,crystallineEco,ErebienRace,ReenuRace: 0.10 (0.03%)
level12,crystallineEco,GromeRace: 0.20 (0.06%)
level12,crystallineEco,JaxRace: 0.40 (0.13%)
level12,crystallineEco,ReenuRace: 0.50 (0.16%)
level12,crystallineEco,TesiphonRace: 0.10 (0.03%)
level12,crystallineEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,crystallineEco,TorQuanRace: 0.70 (0.23%)
level12,crystallineEco,TorQuanRace,GromeRace: 0.10 (0.03%)
level12,crystallineEco,TorQuanRace,JaxRace: 0.30 (0.10%)
level12,crystallineEco,TorQuanRace,ReenuRace: 0.30 (0.10%)
level12,droughtEnv: 1.30 (0.43%)
level12,droughtEnv,asymorphEco: 0.30 (0.10%)
level12,droughtEnv,asymorphEco,EfreetRace: 0.10 (0.03%)
level12,droughtEnv,asymorphEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,asymorphEco,ErebienRace: 0.10 (0.03%)
level12,droughtEnv,asymorphEco,ErebienRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,asymorphEco,ReenuRace: 0.30 (0.10%)
level12,droughtEnv,asymorphEco,TorQuanRace: 0.10 (0.03%)
level12,droughtEnv,asymorphEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,chitometallicEco: 0.30 (0.10%)
level12,droughtEnv,chitometallicEco,EfreetRace: 0.10 (0.03%)
level12,droughtEnv,chitometallicEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,chitometallicEco,JaxRace: 0.10 (0.03%)
level12,droughtEnv,chitometallicEco,ReenuRace: 0.20 (0.06%)
level12,droughtEnv,chitometallicEco,TesiphonRace: 0.10 (0.03%)
level12,droughtEnv,chitometallicEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,droughtEnv,chitometallicEco,TorQuanRace: 0.10 (0.03%)
level12,droughtEnv,chitometallicEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,crystallineEco: 0.20 (0.06%)
level12,droughtEnv,crystallineEco,ReenuRace: 0.20 (0.06%)
level12,droughtEnv,crystallineEco,TorQuanRace: 0.20 (0.06%)
level12,droughtEnv,crystallineEco,TorQuanRace,ReenuRace: 0.20 (0.06%)
level12,droughtEnv,EfreetRace: 0.30 (0.10%)
level12,droughtEnv,EfreetRace,ReenuRace: 0.30 (0.10%)
level12,droughtEnv,ErebienRace: 0.10 (0.03%)
level12,droughtEnv,ErebienRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,GromeRace: 0.20 (0.06%)
level12,droughtEnv,hydroidEco: 0.30 (0.10%)
level12,droughtEnv,hydroidEco,EfreetRace: 0.10 (0.03%)
level12,droughtEnv,hydroidEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,hydroidEco,GromeRace: 0.10 (0.03%)
level12,droughtEnv,hydroidEco,ReenuRace: 0.20 (0.06%)
level12,droughtEnv,hydroidEco,TesiphonRace: 0.10 (0.03%)
level12,droughtEnv,hydroidEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,hydroidEco,TorQuanRace: 0.10 (0.03%)
level12,droughtEnv,hydroidEco,TorQuanRace,GromeRace: 0.10 (0.03%)
level12,droughtEnv,JaxRace: 0.10 (0.03%)
level12,droughtEnv,primordialEco: 0.20 (0.06%)
level12,droughtEnv,primordialEco,GromeRace: 0.10 (0.03%)
level12,droughtEnv,primordialEco,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,primordialEco,TesiphonRace: 0.20 (0.06%)
level12,droughtEnv,primordialEco,TesiphonRace,GromeRace: 0.10 (0.03%)
level12,droughtEnv,primordialEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,droughtEnv,ReenuRace: 1.00 (0.33%)
level12,droughtEnv,TesiphonRace: 0.40 (0.13%)
level12,droughtEnv,TesiphonRace,GromeRace: 0.10 (0.03%)
level12,droughtEnv,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,droughtEnv,TesiphonRace,ReenuRace: 0.20 (0.06%)
level12,droughtEnv,TorQuanRace: 0.50 (0.16%)
level12,droughtEnv,TorQuanRace,GromeRace: 0.10 (0.03%)
level12,droughtEnv,TorQuanRace,ReenuRace: 0.40 (0.13%)
level12,EfreetRace: 0.80 (0.26%)
level12,EfreetRace,JaxRace: 0.20 (0.06%)
level12,EfreetRace,ReenuRace: 0.60 (0.20%)
level12,ErebienRace: 1.40 (0.46%)
level12,ErebienRace,GromeRace: 0.50 (0.16%)
level12,ErebienRace,JaxRace: 0.60 (0.20%)
level12,ErebienRace,ReenuRace: 0.20 (0.06%)
level12,GromeRace: 2.90 (0.96%)
level12,hydroidEco: 1.40 (0.46%)
level12,hydroidEco,EfreetRace: 0.20 (0.06%)
level12,hydroidEco,EfreetRace,ReenuRace: 0.20 (0.06%)
level12,hydroidEco,ErebienRace: 0.10 (0.03%)
level12,hydroidEco,ErebienRace,JaxRace: 0.10 (0.03%)
level12,hydroidEco,GromeRace: 0.60 (0.20%)
level12,hydroidEco,JaxRace: 0.30 (0.10%)
level12,hydroidEco,ReenuRace: 0.50 (0.16%)
level12,hydroidEco,TesiphonRace: 0.20 (0.06%)
level12,hydroidEco,TesiphonRace,ReenuRace: 0.20 (0.06%)
level12,hydroidEco,TorQuanRace: 0.90 (0.30%)
level12,hydroidEco,TorQuanRace,GromeRace: 0.60 (0.20%)
level12,hydroidEco,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,hydroidEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,inorganicEnv: 1.40 (0.46%)
level12,inorganicEnv,asymorphEco: 0.90 (0.30%)
level12,inorganicEnv,asymorphEco,ErebienRace: 0.40 (0.13%)
level12,inorganicEnv,asymorphEco,ErebienRace,GromeRace: 0.40 (0.13%)
level12,inorganicEnv,asymorphEco,GromeRace: 0.50 (0.16%)
level12,inorganicEnv,asymorphEco,JaxRace: 0.30 (0.10%)
level12,inorganicEnv,asymorphEco,ReenuRace: 0.10 (0.03%)
level12,inorganicEnv,asymorphEco,TesiphonRace: 0.20 (0.06%)
level12,inorganicEnv,asymorphEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,inorganicEnv,asymorphEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,inorganicEnv,asymorphEco,TorQuanRace: 0.30 (0.10%)
level12,inorganicEnv,asymorphEco,TorQuanRace,GromeRace: 0.10 (0.03%)
level12,inorganicEnv,asymorphEco,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,inorganicEnv,chitometallicEco: 0.30 (0.10%)
level12,inorganicEnv,chitometallicEco,ErebienRace: 0.10 (0.03%)
level12,inorganicEnv,chitometallicEco,ErebienRace,JaxRace: 0.10 (0.03%)
level12,inorganicEnv,chitometallicEco,GromeRace: 0.20 (0.06%)
level12,inorganicEnv,chitometallicEco,JaxRace: 0.10 (0.03%)
level12,inorganicEnv,chitometallicEco,TorQuanRace: 0.20 (0.06%)
level12,inorganicEnv,chitometallicEco,TorQuanRace,GromeRace: 0.20 (0.06%)
level12,inorganicEnv,crystallineEco: 0.20 (0.06%)
level12,inorganicEnv,crystallineEco,JaxRace: 0.20 (0.06%)
level12,inorganicEnv,crystallineEco,TorQuanRace: 0.20 (0.06%)
level12,inorganicEnv,crystallineEco,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,inorganicEnv,ErebienRace: 0.50 (0.16%)
level12,inorganicEnv,ErebienRace,GromeRace: 0.40 (0.13%)
level12,inorganicEnv,ErebienRace,JaxRace: 0.10 (0.03%)
level12,inorganicEnv,GromeRace: 0.70 (0.23%)
level12,inorganicEnv,JaxRace: 0.60 (0.20%)
level12,inorganicEnv,ReenuRace: 0.10 (0.03%)
level12,inorganicEnv,TesiphonRace: 0.20 (0.06%)
level12,inorganicEnv,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,inorganicEnv,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,inorganicEnv,TorQuanRace: 0.70 (0.23%)
level12,inorganicEnv,TorQuanRace,GromeRace: 0.30 (0.10%)
level12,inorganicEnv,TorQuanRace,JaxRace: 0.40 (0.13%)
level12,JaxRace: 3.80 (1.26%)
level12,metallicEnv: 2.10 (0.70%)
level12,metallicEnv,asymorphEco: 1.10 (0.36%)
level12,metallicEnv,asymorphEco,GromeRace: 0.20 (0.06%)
level12,metallicEnv,asymorphEco,JaxRace: 0.90 (0.30%)
level12,metallicEnv,asymorphEco,TesiphonRace: 0.20 (0.06%)
level12,metallicEnv,asymorphEco,TesiphonRace,JaxRace: 0.20 (0.06%)
level12,metallicEnv,asymorphEco,TorQuanRace: 0.90 (0.30%)
level12,metallicEnv,asymorphEco,TorQuanRace,GromeRace: 0.20 (0.06%)
level12,metallicEnv,asymorphEco,TorQuanRace,JaxRace: 0.70 (0.23%)
level12,metallicEnv,chitometallicEco: 0.50 (0.16%)
level12,metallicEnv,chitometallicEco,GromeRace: 0.30 (0.10%)
level12,metallicEnv,chitometallicEco,JaxRace: 0.20 (0.06%)
level12,metallicEnv,chitometallicEco,TorQuanRace: 0.50 (0.16%)
level12,metallicEnv,chitometallicEco,TorQuanRace,GromeRace: 0.30 (0.10%)
level12,metallicEnv,chitometallicEco,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,metallicEnv,crystallineEco: 0.30 (0.10%)
level12,metallicEnv,crystallineEco,ErebienRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,ErebienRace,GromeRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,GromeRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,JaxRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,ReenuRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,TesiphonRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,TorQuanRace: 0.10 (0.03%)
level12,metallicEnv,crystallineEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,metallicEnv,ErebienRace: 0.10 (0.03%)
level12,metallicEnv,ErebienRace,GromeRace: 0.10 (0.03%)
level12,metallicEnv,GromeRace: 0.80 (0.26%)
level12,metallicEnv,hydroidEco: 0.10 (0.03%)
level12,metallicEnv,hydroidEco,GromeRace: 0.10 (0.03%)
level12,metallicEnv,hydroidEco,TorQuanRace: 0.10 (0.03%)
level12,metallicEnv,hydroidEco,TorQuanRace,GromeRace: 0.10 (0.03%)
level12,metallicEnv,JaxRace: 1.20 (0.40%)
level12,metallicEnv,primordialEco: 0.10 (0.03%)
level12,metallicEnv,primordialEco,GromeRace: 0.10 (0.03%)
level12,metallicEnv,primordialEco,TesiphonRace: 0.10 (0.03%)
level12,metallicEnv,primordialEco,TesiphonRace,GromeRace: 0.10 (0.03%)
level12,metallicEnv,ReenuRace: 0.10 (0.03%)
level12,metallicEnv,TesiphonRace: 0.40 (0.13%)
level12,metallicEnv,TesiphonRace,GromeRace: 0.10 (0.03%)
level12,metallicEnv,TesiphonRace,JaxRace: 0.30 (0.10%)
level12,metallicEnv,TorQuanRace: 1.60 (0.53%)
level12,metallicEnv,TorQuanRace,GromeRace: 0.60 (0.20%)
level12,metallicEnv,TorQuanRace,JaxRace: 0.90 (0.30%)
level12,metallicEnv,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,organicEnv: 1.20 (0.40%)
level12,organicEnv,asymorphEco: 0.30 (0.10%)
level12,organicEnv,asymorphEco,ErebienRace: 0.10 (0.03%)
level12,organicEnv,asymorphEco,ErebienRace,JaxRace: 0.10 (0.03%)
level12,organicEnv,asymorphEco,GromeRace: 0.10 (0.03%)
level12,organicEnv,asymorphEco,JaxRace: 0.10 (0.03%)
level12,organicEnv,asymorphEco,ReenuRace: 0.10 (0.03%)
level12,organicEnv,asymorphEco,TorQuanRace: 0.20 (0.06%)
level12,organicEnv,asymorphEco,TorQuanRace,GromeRace: 0.10 (0.03%)
level12,organicEnv,asymorphEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,organicEnv,chitometallicEco: 0.10 (0.03%)
level12,organicEnv,chitometallicEco,ErebienRace: 0.10 (0.03%)
level12,organicEnv,chitometallicEco,ErebienRace,JaxRace: 0.10 (0.03%)
level12,organicEnv,chitometallicEco,JaxRace: 0.10 (0.03%)
level12,organicEnv,EfreetRace: 0.10 (0.03%)
level12,organicEnv,EfreetRace,JaxRace: 0.10 (0.03%)
level12,organicEnv,ErebienRace: 0.30 (0.10%)
level12,organicEnv,ErebienRace,JaxRace: 0.30 (0.10%)
level12,organicEnv,GromeRace: 0.30 (0.10%)
level12,organicEnv,hydroidEco: 0.30 (0.10%)
level12,organicEnv,hydroidEco,ErebienRace: 0.10 (0.03%)
level12,organicEnv,hydroidEco,ErebienRace,JaxRace: 0.10 (0.03%)
level12,organicEnv,hydroidEco,GromeRace: 0.20 (0.06%)
level12,organicEnv,hydroidEco,JaxRace: 0.10 (0.03%)
level12,organicEnv,hydroidEco,TorQuanRace: 0.20 (0.06%)
level12,organicEnv,hydroidEco,TorQuanRace,GromeRace: 0.20 (0.06%)
level12,organicEnv,JaxRace: 0.70 (0.23%)
level12,organicEnv,primordialEco: 0.50 (0.16%)
level12,organicEnv,primordialEco,EfreetRace: 0.10 (0.03%)
level12,organicEnv,primordialEco,EfreetRace,JaxRace: 0.10 (0.03%)
level12,organicEnv,primordialEco,JaxRace: 0.40 (0.13%)
level12,organicEnv,primordialEco,ReenuRace: 0.10 (0.03%)
level12,organicEnv,primordialEco,TesiphonRace: 0.10 (0.03%)
level12,organicEnv,primordialEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,organicEnv,primordialEco,TorQuanRace: 0.30 (0.10%)
level12,organicEnv,primordialEco,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,organicEnv,primordialEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,organicEnv,ReenuRace: 0.20 (0.06%)
level12,organicEnv,TesiphonRace: 0.10 (0.03%)
level12,organicEnv,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,organicEnv,TorQuanRace: 0.70 (0.23%)
level12,organicEnv,TorQuanRace,GromeRace: 0.30 (0.10%)
level12,organicEnv,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,organicEnv,TorQuanRace,ReenuRace: 0.20 (0.06%)
level12,primordialEco: 1.10 (0.36%)
level12,primordialEco,EfreetRace: 0.20 (0.06%)
level12,primordialEco,EfreetRace,JaxRace: 0.10 (0.03%)
level12,primordialEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,primordialEco,ErebienRace: 0.10 (0.03%)
level12,primordialEco,GromeRace: 0.20 (0.06%)
level12,primordialEco,JaxRace: 0.50 (0.16%)
level12,primordialEco,ReenuRace: 0.30 (0.10%)
level12,primordialEco,TesiphonRace: 0.40 (0.13%)
level12,primordialEco,TesiphonRace,GromeRace: 0.20 (0.06%)
level12,primordialEco,TesiphonRace,JaxRace: 0.10 (0.03%)
level12,primordialEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,primordialEco,TorQuanRace: 0.40 (0.13%)
level12,primordialEco,TorQuanRace,JaxRace: 0.30 (0.10%)
level12,primordialEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,ReenuRace: 2.00 (0.66%)
level12,TesiphonRace: 1.30 (0.43%)
level12,TesiphonRace,GromeRace: 0.20 (0.06%)
level12,TesiphonRace,JaxRace: 0.70 (0.23%)
level12,TesiphonRace,ReenuRace: 0.40 (0.13%)
level12,TorQuanRace: 5.30 (1.76%)
level12,TorQuanRace,GromeRace: 2.20 (0.73%)
level12,TorQuanRace,JaxRace: 2.30 (0.76%)
level12,TorQuanRace,ReenuRace: 0.80 (0.26%)
level12,waterEnv: 1.80 (0.60%)
level12,waterEnv,asymorphEco: 0.90 (0.30%)
level12,waterEnv,asymorphEco,EfreetRace: 0.10 (0.03%)
level12,waterEnv,asymorphEco,EfreetRace,JaxRace: 0.10 (0.03%)
level12,waterEnv,asymorphEco,ErebienRace: 0.20 (0.06%)
level12,waterEnv,asymorphEco,ErebienRace,JaxRace: 0.20 (0.06%)
level12,waterEnv,asymorphEco,GromeRace: 0.20 (0.06%)
level12,waterEnv,asymorphEco,JaxRace: 0.70 (0.23%)
level12,waterEnv,asymorphEco,TorQuanRace: 0.60 (0.20%)
level12,waterEnv,asymorphEco,TorQuanRace,GromeRace: 0.20 (0.06%)
level12,waterEnv,asymorphEco,TorQuanRace,JaxRace: 0.40 (0.13%)
level12,waterEnv,chitometallicEco: 0.20 (0.06%)
level12,waterEnv,chitometallicEco,GromeRace: 0.20 (0.06%)
level12,waterEnv,chitometallicEco,TorQuanRace: 0.20 (0.06%)
level12,waterEnv,chitometallicEco,TorQuanRace,GromeRace: 0.20 (0.06%)
level12,waterEnv,EfreetRace: 0.20 (0.06%)
level12,waterEnv,EfreetRace,JaxRace: 0.10 (0.03%)
level12,waterEnv,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,waterEnv,ErebienRace: 0.30 (0.10%)
level12,waterEnv,ErebienRace,JaxRace: 0.20 (0.06%)
level12,waterEnv,GromeRace: 0.40 (0.13%)
level12,waterEnv,hydroidEco: 0.50 (0.16%)
level12,waterEnv,hydroidEco,EfreetRace: 0.10 (0.03%)
level12,waterEnv,hydroidEco,EfreetRace,ReenuRace: 0.10 (0.03%)
level12,waterEnv,hydroidEco,JaxRace: 0.20 (0.06%)
level12,waterEnv,hydroidEco,ReenuRace: 0.30 (0.10%)
level12,waterEnv,hydroidEco,TesiphonRace: 0.10 (0.03%)
level12,waterEnv,hydroidEco,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,waterEnv,hydroidEco,TorQuanRace: 0.30 (0.10%)
level12,waterEnv,hydroidEco,TorQuanRace,JaxRace: 0.20 (0.06%)
level12,waterEnv,hydroidEco,TorQuanRace,ReenuRace: 0.10 (0.03%)
level12,waterEnv,JaxRace: 1.00 (0.33%)
level12,waterEnv,primordialEco: 0.20 (0.06%)
level12,waterEnv,primordialEco,ErebienRace: 0.10 (0.03%)
level12,waterEnv,primordialEco,JaxRace: 0.10 (0.03%)
level12,waterEnv,primordialEco,TorQuanRace: 0.10 (0.03%)
level12,waterEnv,primordialEco,TorQuanRace,JaxRace: 0.10 (0.03%)
level12,waterEnv,ReenuRace: 0.30 (0.10%)
level12,waterEnv,TesiphonRace: 0.10 (0.03%)
level12,waterEnv,TesiphonRace,ReenuRace: 0.10 (0.03%)
level12,waterEnv,TorQuanRace: 1.20 (0.40%)
level12,waterEnv,TorQuanRace,GromeRace: 0.40 (0.13%)
level12,waterEnv,TorQuanRace,JaxRace: 0.70 (0.23%)
level12,waterEnv,TorQuanRace,ReenuRace: 0.10 (0.03%)
level13: 25.10 (8.36%)
level14: 7.90 (2.63%)
level15: 0.90 (0.30%)
metallicEnv: 45.60 (15.20%)
metallicEnv,asymorphEco: 9.00 (3.00%)
metallicEnv,asymorphEco,EfreetRace: 3.30 (1.10%)
metallicEnv,asymorphEco,EfreetRace,GromeRace: 1.90 (0.63%)
metallicEnv,asymorphEco,EfreetRace,GromeRace,level11: 0.60 (0.20%)
metallicEnv,asymorphEco,EfreetRace,GromeRace,level12: 1.10 (0.36%)
metallicEnv,asymorphEco,EfreetRace,GromeRace,level13: 0.20 (0.06%)
metallicEnv,asymorphEco,EfreetRace,JaxRace: 1.00 (0.33%)
metallicEnv,asymorphEco,EfreetRace,JaxRace,level11: 0.40 (0.13%)
metallicEnv,asymorphEco,EfreetRace,JaxRace,level12: 0.40 (0.13%)
metallicEnv,asymorphEco,EfreetRace,JaxRace,level13: 0.20 (0.06%)
metallicEnv,asymorphEco,EfreetRace,level11: 1.10 (0.36%)
metallicEnv,asymorphEco,EfreetRace,level12: 1.60 (0.53%)
metallicEnv,asymorphEco,EfreetRace,level13: 0.60 (0.20%)
