Level	System	Item	Count
8	Gorgon	heavy slam cannon	0.01
8	Gorgon	Makayev launcher	0.02
8	Gorgon	White Strelka missile	4.77
8	Gorgon	Green Strelka missile	8.92
8	Gorgon	Red Strelka missile	4.61
8	Gorgon	Black Strelka missile	1.73
8	Gorgon	Akan 30 ammunition box	0.02
8	Gorgon	White Strelka ammunition box	0.05
8	Gorgon	Cluster MAG ammunition box	0.36
8	Gorgon	thermo cannon ammunition box	0.09
8	Gorgon	Red Strelka ammunition box	0.05
8	Gorgon	contaminated ammunition box	0.03
8	Gorgon	Contraband ammunition box	0.01
8	Gorgon	booby-trapped ammunition box	0.05
8	Gorgon	Kytryn launcher	0.17
8	Gorgon	ion flame cannon	0.01
8	Gorgon	heavy ion blaster	0.03
8	Gorgon	tritium cannon	0.07
8	Gorgon	advanced tritium cannon	0.01
8	Gorgon	Fusionfire howitzer	0.09
8	Gorgon	NAMI mine launcher	0.02
8	Gorgon	CRM100 Fatboy mine	2.38
8	Gorgon	CRM500 Running Man mine	2.46
8	Gorgon	advanced plasteel armor	0.06
8	Gorgon	light orthosteel armor	0.66
8	Gorgon	orthosteel armor	0.90
8	Gorgon	heavy orthosteel armor	0.15
8	Gorgon	ceralloy armor	0.17
8	Gorgon	heavy ceralloy armor	0.28
8	Gorgon	advanced ceralloy armor	1.15
8	Gorgon	quadrocarbide armor	0.70
8	Gorgon	hexacarbide armor	1.73
8	Gorgon	octocarbide armor	0.73
8	Gorgon	light blast plate	0.03
8	Gorgon	heavy blast plate	0.61
8	Gorgon	light ithalium armor	0.16
8	Gorgon	ithalium armor	0.04
8	Gorgon	heavy ithalium armor	0.06
8	Gorgon	ceralloy ore	0.22
8	Gorgon	orthosteel ore	0.52
8	Gorgon	ithalium ore	1.26
8	Gorgon	Nephren P25 shield generator	0.03
8	Gorgon	Nephren B700 shield generator	0.04
8	Gorgon	Invincible-class deflector	0.01
8	Gorgon	Taikon-10 deflector	0.22
8	Gorgon	Taikon-200 deflector	0.07
8	Gorgon	Jotun deflector	0.12
8	Gorgon	green etherium field crystal	0.03
8	Gorgon	blue etherium field crystal	0.02
8	Gorgon	yellow etherium field crystal	0.03
8	Gorgon	decayed etherium field crystal	0.06
8	Gorgon	molbidium field crystal	0.31
8	Gorgon	diamond field crystal	0.02
8	Gorgon	ShieldPower v3.1.8 algorithm cube	0.05
8	Gorgon	ShieldEfficiency v1.2.5 algorithm cube	0.38
8	Gorgon	particle resistance coating	0.12
8	Gorgon	monopole dust	0.04
8	Gorgon	ion resistance coating	0.21
8	Gorgon	meteorsteel dust	0.14
8	Gorgon	dyon dust	0.15
8	Gorgon	ithalium paste	0.13
8	Gorgon	orthosteel nanos	0.16
8	Gorgon	jinn-khan	1.84
8	Gorgon	Icelandic salmon	0.22
8	Gorgon	cyanavir	0.03
8	Gorgon	human cadaver	0.01
8	Gorgon	CDM archive	0.31
8	Gorgon	Neuros personal media player	0.20
8	Gorgon	Ringer spice	0.31
8	Gorgon	cryofrozen prime beef	0.92
8	Gorgon	portable autodoc	0.13
8	Gorgon	Bariani olive oil	0.69
8	Gorgon	tetramite ore	0.82
8	Gorgon	New Coke	0.48
8	Gorgon	crystalline uranium	0.04
8	Gorgon	precision ithalium watch	0.02
8	Gorgon	jasmine pearl tea	0.26
8	Gorgon	malachite crystal	0.06
8	Gorgon	Ringer ambrosia	0.05
8	Gorgon	hyperonic ore	0.24
8	Gorgon	etherium ore	0.17
8	Gorgon	Imperial caviar	0.05
8	Gorgon	cerusite crystal	0.06
8	Gorgon	neuranase	0.38
8	Gorgon	Kytryn blaster	0.13
8	Gorgon	TM7 multitarget cannon	0.32
8	Gorgon	TM7 warhead	12.32
8	Gorgon	IM90 multitarget blaster	0.06
8	Gorgon	mark V howitzer	0.16
8	Gorgon	Iocrym repeller	0.03
8	Gorgon	150NX reactor	0.05
8	Gorgon	xenotite fuel rod	1.30
8	Gorgon	hadron-vacuum fuel cell	2.97
8	Gorgon	Mammoth 25MW deflector	0.12
8	Gorgon	Mammoth 50MW deflector	0.05
8	Gorgon	Mammoth 100MW deflector	0.04
8	Gorgon	military map ROM	0.02
8	Gorgon	Ares Campaign Ribbon	0.04
8	Gorgon	Ares lightning cannon	0.03
8	Gorgon	light Tharsis plate	0.33
8	Gorgon	heavy Tharsis plate	0.56
8	Gorgon	Ares micronuke cannon	0.03
8	Gorgon	Ares micronuke	26.74
8	Gorgon	Ares archcannon	0.04
8	Gorgon	Cydonian shield generator	0.01
8	Gorgon	Ares launcher	0.04
8	Gorgon	Ares Warhammer nuke	0.03
8	Gorgon	Kytryn plasma thrower	0.01
8	Gorgon	Iocrym veil	0.12
9	Grimoire	Heliotrope fuel cylinder	0.10
9	Grimoire	Luminous 7ame algorithm	0.04
9	Grimoire	Luminous 5care algorithm	0.70
9	Grimoire	Luminous armature	0.14
9	Grimoire	ion blaster	0.08
9	Grimoire	Luminous blast shield	0.01
9	Grimoire	Luminous thermo shield	0.01
9	Grimoire	light titanium armor	0.03
9	Grimoire	reactive armor	0.02
9	Grimoire	Duralloy armor	0.19
9	Grimoire	plasteel armor	0.06
9	Grimoire	carbide carapace	0.04
9	Grimoire	transuranic armor	0.07
9	Grimoire	particle beam weapon	0.02
9	Grimoire	NAMI missile launcher	0.04
9	Grimoire	KM100 Longbow missile	2.62
9	Grimoire	dual laser cannon	0.03
9	Grimoire	dual recoilless cannon	0.01
9	Grimoire	KM500 Stiletto missile	0.75
9	Grimoire	plasma cannon	0.03
9	Grimoire	XM900 Lucifer missile	0.69
9	Grimoire	calligraphy scroll	0.01
9	Grimoire	promethium crystal	0.04
9	Grimoire	heavy ceramic armor	0.12
9	Grimoire	kiloton cannon shell	6.59
9	Grimoire	patch spider	0.01
9	Grimoire	kiloton cannon	0.06
9	Grimoire	Scramble1.5 algorithm cube	0.38
9	Grimoire	titanium ore	0.02
9	Grimoire	hydrocarbons	0.20
9	Grimoire	frozen supplies	0.06
9	Grimoire	plasteel ore	0.06
9	Grimoire	spool of carbon fiber	0.10
9	Grimoire	Duralloy ore	0.41
9	Grimoire	medical supplies	0.02
9	Grimoire	pteracnium ore	0.30
9	Grimoire	uranium rod	0.04
9	Grimoire	biofactor paste	0.07
9	Grimoire	gold ore	0.15
9	Grimoire	platinum ore	0.23
9	Grimoire	human organ	0.31
9	Grimoire	Microsaur™	0.06
9	Grimoire	neutronium ore	0.69
9	Grimoire	omnidirectional laser cannon	0.01
9	Grimoire	class I deflector	0.02
9	Grimoire	class II deflector	0.01
9	Grimoire	Trenton field generator	0.03
9	Grimoire	helium³ fuel rod	2.59
9	Grimoire	mining laser	0.01
9	Grimoire	carbon-weaver nanos	0.11
9	Grimoire	degenerating nanos	0.03
9	Grimoire	organic acid	0.07
9	Grimoire	regenerating nanos	0.03
9	Grimoire	armor repair paste	0.01
9	Grimoire	defective visual display ROM	0.03
9	Grimoire	shield enhancement ROM	0.01
9	Grimoire	autopilot ROM	0.01
9	Grimoire	system map ROM	0.01
9	Grimoire	tritium propulsion upgrade	0.01
9	Grimoire	Titan 440 fusion drive	0.03
9	Grimoire	pteracnium megadrive	0.01
9	Grimoire	photo-organic armor	0.09
9	Grimoire	ceramic armor	0.03
9	Grimoire	diamond lattice armor	0.47
9	Grimoire	polymesh armor	0.02
9	Grimoire	titanium armor	0.03
9	Grimoire	fragmentation missile	0.40
9	Grimoire	targeting program ROM	0.02
9	Grimoire	light plasteel armor	0.13
9	Grimoire	Rasiermesser SmartCannon	0.03
9	Grimoire	Bolide laser blaster	0.03
9	Grimoire	DK10 Arbalest cannon	0.01
9	Grimoire	cannon accelerator	0.01
9	Grimoire	heavy titanium armor	0.20
9	Grimoire	turbolaser cannon	0.02
9	Grimoire	dual particle beam weapon	0.06
9	Grimoire	Dragonfly missile cartridge	2.01
9	Grimoire	Flenser relativistic cannon	0.01
9	Grimoire	polyceramic armor	0.07
9	Grimoire	Tevlar-composite armor	0.06
9	Grimoire	large armor patch	0.05
9	Grimoire	MAG launcher	0.01
9	Grimoire	400 Hexagene MAG	1.30
9	Grimoire	600 Hexagene MAG	3.06
9	Grimoire	800F Hexagene MAG	3.50
9	Grimoire	ZG24 Cluster MAG	0.91
9	Grimoire	3K Siege MAG	0.13
9	Grimoire	high-flux MAG	0.36
9	Grimoire	cargo hold expansion	0.03
9	Grimoire	advanced reactive armor	0.06
9	Grimoire	superconducting shield generator	0.01
9	Grimoire	solar panel array	0.01
9	Grimoire	heavy recoilless cannon	0.05
9	Grimoire	double titanium barricade	0.16
9	Grimoire	frozen beef cylinders	0.10
9	Grimoire	Charles River sparkling water	0.02
9	Grimoire	grade A grains	0.06
9	Grimoire	Martian Merlot	0.01
9	Grimoire	frozen synthetic chicken	0.05
9	Grimoire	Red Nebula beer	0.20
9	Grimoire	Eridani mineral water	0.09
9	Grimoire	photocotton	0.03
9	Grimoire	Australian Chardonnay	0.05
9	Grimoire	Europan Ice vodka	0.34
9	Grimoire	frozen megathere meat	0.02
9	Grimoire	neolinen business suit	0.04
9	Grimoire	palladium ore	0.09
9	Grimoire	Segway antigrav platform	0.01
9	Grimoire	Centauri rice	0.13
9	Grimoire	Kobe spring water	0.11
9	Grimoire	California Cabernet Sauvignon	0.11
9	Grimoire	Terran eggs	0.07
9	Grimoire	dried Europan ice moss	1.53
9	Grimoire	Misato sake	0.17
9	Grimoire	Exile Starport Champagne	0.03
9	Grimoire	Hennessy cognac	0.05
9	Grimoire	frozen natural ham	0.09
9	Grimoire	longzhu sphere	0.18
9	Grimoire	Qianlong archcannon	0.05
9	Grimoire	genuine leather boots	0.02
9	Grimoire	Rowena's Weapons and Armor: Volume III	0.24
9	Grimoire	titanium barricade	0.15
9	Grimoire	quad titanium barricade	0.11
9	Grimoire	helium³ reactor assembly	19.42
9	Grimoire	pteracnium fuel rod	29.59
9	Grimoire	weapon enhancement ROM	0.02
9	Grimoire	Katana star cannon	0.03
9	Grimoire	TK10 Trident cannon	0.01
9	Grimoire	hull plate ionizer	0.02
9	Grimoire	AK15 Partisan cannon	0.01
9	Grimoire	slam cannon	0.01
9	Grimoire	heavy water	0.05
9	Grimoire	visual display enhancement ROM	0.02
9	Grimoire	radioactive waste	0.03
9	Grimoire	blast plate	0.19
9	Grimoire	Akan 30 cannon	0.14
9	Grimoire	Akan 30 cannon shell cartridge	212.22
9	Grimoire	hardened reactive armor	0.03
9	Grimoire	DM600 missile rack	0.03
9	Grimoire	lancer cannon	0.01
9	Grimoire	Yoroi S100 shield generator	0.01
9	Grimoire	Yoroi S500 shield generator	0.01
9	Grimoire	Yoroi MX shield generator	0.03
9	Grimoire	Gusoku armor	0.16
9	Grimoire	blinder cannon	0.01
9	Grimoire	monopole deflector screen	0.02
9	Grimoire	Shuriken neutron blaster	0.01
9	Grimoire	Nandao bolt cannon	0.01
9	Grimoire	Akan 600 turret	0.02
9	Grimoire	Hanzo blaster	0.11
9	Grimoire	mark III howitzer	0.10
9	Grimoire	TeV 9 blaster	0.05
9	Grimoire	light meteorsteel	0.03
9	Grimoire	ICX missile defense turret	0.01
9	Grimoire	gem of contrition	0.03
9	Grimoire	Rasiermesser launcher	0.04
9	Grimoire	Gotha-10 missile	3.68
9	Grimoire	Gotha-400 seeker	2.50
9	Grimoire	P500 Hexphase armor	0.03
9	Grimoire	transpace jumpdrive	0.02
9	Grimoire	AutoSentinel®	0.04
9	Grimoire	blue cash card	0.01
9	Grimoire	platinum cash card	0.02
9	Grimoire	defective auton	0.03
9	Grimoire	hypermycin	0.43
9	Grimoire	artificial plasma	0.16
9	Grimoire	rejuv tank fluid	0.61
9	Grimoire	gem of despair	0.04
9	Grimoire	optical knowledge array	0.13
9	Grimoire	plasma torch	0.14
9	Grimoire	R5 deflector	0.01
9	Grimoire	uranium ore	0.03
9	Grimoire	helium regolith	0.04
9	Grimoire	xenotite ore	0.05
9	Grimoire	chronimium gas	0.26
9	Grimoire	vessel of boson condensate	0.95
9	Grimoire	quantum vacuum	0.28
9	Grimoire	hadron archeolith	0.08
9	Grimoire	SN2500 reactor	0.02
9	Grimoire	inertialess drive	0.04
9	Grimoire	dual TeV 9 blaster	0.01
9	Grimoire	ion disruptor	0.01
9	Grimoire	death cube	0.12
9	Grimoire	thermo cannon	0.04
9	Grimoire	thermo cannon shell cartridge	34.66
9	Grimoire	omnidirectional turbolaser cannon	0.02
9	Grimoire	omnidirectional TeV 9 blaster	0.02
9	Grimoire	omnidirectional thermo cannon	0.01
9	Grimoire	omnidirectional ion blaster	0.01
9	Grimoire	heavy slam cannon	0.01
9	Grimoire	White Strelka missile	0.56
9	Grimoire	Green Strelka missile	3.31
9	Grimoire	Red Strelka missile	3.87
9	Grimoire	Black Strelka missile	3.63
9	Grimoire	Akan 30 ammunition box	0.02
9	Grimoire	White Strelka ammunition box	0.02
9	Grimoire	Cluster MAG ammunition box	0.18
9	Grimoire	thermo cannon ammunition box	0.09
9	Grimoire	Red Strelka ammunition box	0.05
9	Grimoire	contaminated ammunition box	0.01
9	Grimoire	booby-trapped ammunition box	0.01
9	Grimoire	Kytryn launcher	0.16
9	Grimoire	ion flame cannon	0.05
9	Grimoire	heavy ion blaster	0.04
9	Grimoire	tritium cannon	0.02
9	Grimoire	advanced tritium cannon	0.01
9	Grimoire	Fusionfire howitzer	0.06
9	Grimoire	NAMI mine launcher	0.03
9	Grimoire	CRM100 Fatboy mine	1.34
9	Grimoire	CRM500 Running Man mine	0.85
9	Grimoire	advanced plasteel armor	0.08
9	Grimoire	light orthosteel armor	0.06
9	Grimoire	orthosteel armor	0.32
9	Grimoire	heavy orthosteel armor	0.06
9	Grimoire	ceralloy armor	0.05
9	Grimoire	heavy ceralloy armor	0.04
9	Grimoire	advanced ceralloy armor	0.25
9	Grimoire	quadrocarbide armor	0.33
9	Grimoire	hexacarbide armor	1.24
9	Grimoire	octocarbide armor	0.27
9	Grimoire	light blast plate	0.02
9	Grimoire	heavy blast plate	0.19
9	Grimoire	light ithalium armor	0.07
9	Grimoire	ithalium armor	0.09
9	Grimoire	ceralloy ore	0.16
9	Grimoire	orthosteel ore	1.08
9	Grimoire	ithalium ore	1.13
9	Grimoire	Nephren B700 shield generator	0.02
9	Grimoire	ion reflector	0.01
9	Grimoire	Taikon-10 deflector	0.10
9	Grimoire	Taikon-200 deflector	0.05
9	Grimoire	Jotun deflector	0.04
9	Grimoire	green etherium field crystal	0.03
9	Grimoire	yellow etherium field crystal	0.05
9	Grimoire	decayed etherium field crystal	0.04
9	Grimoire	molbidium field crystal	0.07
9	Grimoire	diamond field crystal	0.01
9	Grimoire	ShieldEfficiency v1.2.5 algorithm cube	0.23
9	Grimoire	particle resistance coating	0.01
9	Grimoire	monopole dust	0.03
9	Grimoire	ion resistance coating	0.08
9	Grimoire	meteorsteel dust	0.03
9	Grimoire	dyon dust	0.03
9	Grimoire	ithalium paste	0.05
9	Grimoire	orthosteel nanos	0.06
9	Grimoire	jinn-khan	0.35
9	Grimoire	Icelandic salmon	0.12
9	Grimoire	human cadaver	0.01
9	Grimoire	CDM archive	0.18
9	Grimoire	Neuros personal media player	0.06
9	Grimoire	Ringer spice	0.14
9	Grimoire	cryofrozen prime beef	0.67
9	Grimoire	portable autodoc	0.03
9	Grimoire	Bariani olive oil	0.39
9	Grimoire	tetramite ore	0.50
9	Grimoire	New Coke	0.21
9	Grimoire	precision ithalium watch	0.02
9	Grimoire	jasmine pearl tea	0.26
9	Grimoire	malachite crystal	0.02
9	Grimoire	Ringer ambrosia	0.04
9	Grimoire	hyperonic ore	0.18
9	Grimoire	cerusite crystal	0.06
9	Grimoire	neuranase	0.14
9	Grimoire	Kytryn blaster	0.05
9	Grimoire	TM7 multitarget cannon	0.20
9	Grimoire	TM7 warhead	11.51
9	Grimoire	IM90 multitarget blaster	0.01
9	Grimoire	mark V howitzer	0.02
9	Grimoire	Iocrym repeller	0.02
9	Grimoire	150NX reactor	0.01
9	Grimoire	xenotite fuel rod	0.88
9	Grimoire	hadron-vacuum fuel cell	4.98
9	Grimoire	Mammoth 25MW deflector	0.01
9	Grimoire	Mammoth 50MW deflector	0.01
9	Grimoire	Mammoth 100MW deflector	0.02
9	Grimoire	Ares lightning cannon	0.02
9	Grimoire	light Tharsis plate	0.09
9	Grimoire	heavy Tharsis plate	0.13
9	Grimoire	Ares micronuke cannon	0.05
9	Grimoire	Ares micronuke	28.64
9	Grimoire	Ares archcannon	0.05
9	Grimoire	Ares Warhammer nuke	0.09
9	Grimoire	Kytryn plasma thrower	0.01
9	Grimoire	Iocrym veil	0.07
1	Groombridge	Luminous armature	0.01
1	Groombridge	Luminous blast shield	0.01
1	Groombridge	Luminous thermo shield	0.02
1	Groombridge	light titanium armor	1.08
1	Groombridge	heavy reactive armor	1.06
1	Groombridge	reactive armor	1.02
1	Groombridge	Duralloy armor	0.05
1	Groombridge	plasteel armor	0.65
1	Groombridge	heavy plasteel armor	0.37
1	Groombridge	laser cannon	1.85
1	Groombridge	recoilless cannon	0.72
1	Groombridge	particle beam weapon	0.10
1	Groombridge	NAMI missile launcher	0.66
1	Groombridge	KM100 Longbow missile	30.02
1	Groombridge	dual laser cannon	0.45
1	Groombridge	dual recoilless cannon	0.24
1	Groombridge	KM500 Stiletto missile	3.99
1	Groombridge	x-ray laser cannon	0.01
1	Groombridge	330M mule auton	0.01
1	Groombridge	heavy ceramic armor	1.09
1	Groombridge	Penitent cannon	0.02
1	Groombridge	titanium ore	6.69
1	Groombridge	hydrocarbons	2.01
1	Groombridge	water ice	15.44
1	Groombridge	frozen supplies	2.49
1	Groombridge	plasteel ore	0.58
1	Groombridge	spool of carbon fiber	0.44
1	Groombridge	Duralloy ore	5.28
1	Groombridge	medical supplies	0.57
1	Groombridge	uranium rod	0.03
1	Groombridge	biofactor paste	0.12
1	Groombridge	roll of hyperfiber	0.42
1	Groombridge	gold ore	0.02
1	Groombridge	omnidirectional laser cannon	0.11
1	Groombridge	class I deflector	0.25
1	Groombridge	class II deflector	0.47
1	Groombridge	class III deflector	0.16
1	Groombridge	helium³ fuel rod	77.42
1	Groombridge	mining laser	0.18
1	Groombridge	ablative armor coating	1.81
1	Groombridge	carbon-weaver nanos	0.73
1	Groombridge	degenerating nanos	0.02
1	Groombridge	organic acid	0.68
1	Groombridge	reactive armor coating	0.69
1	Groombridge	reflective armor coating	0.17
1	Groombridge	regenerating nanos	0.09
1	Groombridge	repairing nanos	0.36
1	Groombridge	armor repair paste	2.15
1	Groombridge	defective visual display ROM	0.07
1	Groombridge	shield enhancement ROM	0.09
1	Groombridge	autopilot ROM	0.20
1	Groombridge	system map ROM	0.25
1	Groombridge	tritium propulsion upgrade	0.08
1	Groombridge	photo-organic armor	0.41
1	Groombridge	ceramic armor	1.14
1	Groombridge	polymesh armor	0.41
1	Groombridge	Tempus syrette	1.81
1	Groombridge	bootleg Star Wars 3DV	0.25
1	Groombridge	Martian nori	2.39
1	Groombridge	laudanum ampule	2.21
1	Groombridge	black market identification chip	0.02
1	Groombridge	titanium armor	0.63
1	Groombridge	fragmentation missile	25.94
1	Groombridge	targeting program ROM	0.08
1	Groombridge	light plasteel armor	2.17
1	Groombridge	Rasiermesser SmartCannon	0.19
1	Groombridge	SmartCannon round	331.76
1	Groombridge	Bolide laser blaster	0.57
1	Groombridge	DK10 Arbalest cannon	0.57
1	Groombridge	cannon accelerator	0.21
1	Groombridge	heavy titanium armor	2.38
1	Groombridge	turbolaser cannon	0.64
1	Groombridge	Dragonfly missile cartridge	37.69
1	Groombridge	XMH armor	0.54
1	Groombridge	Solon shield generator	0.15
1	Groombridge	Flenser relativistic cannon	0.02
1	Groombridge	polyceramic armor	0.83
1	Groombridge	Tevlar-composite armor	0.37
1	Groombridge	small armor patch	0.37
1	Groombridge	large armor patch	0.15
1	Groombridge	MAG launcher	0.08
1	Groombridge	400 Hexagene MAG	156.06
1	Groombridge	600 Hexagene MAG	26.70
1	Groombridge	800F Hexagene MAG	9.01
1	Groombridge	dual turbolaser cannon	0.05
1	Groombridge	actinide waste cannon	0.06
1	Groombridge	cargo hold expansion	0.22
1	Groombridge	advanced reactive armor	0.49
1	Groombridge	hardened plasteel armor	0.10
1	Groombridge	solar armor	0.23
1	Groombridge	superconducting shield generator	0.02
1	Groombridge	solar panel array	0.04
1	Groombridge	smuggler's cargo hold	0.04
1	Groombridge	heavy recoilless cannon	0.71
1	Groombridge	double titanium barricade	0.57
1	Groombridge	grade B grains	2.04
1	Groombridge	white rice	1.38
1	Groombridge	Stimuzine muscle-enhancers	0.11
1	Groombridge	cask of Venusian Hellas rum	0.07
1	Groombridge	frozen beef cylinders	0.30
1	Groombridge	Kennebec Salmonite	0.57
1	Groombridge	Charles River sparkling water	0.23
1	Groombridge	grade A grains	2.79
1	Groombridge	neolinen	0.10
1	Groombridge	Martian Merlot	0.02
1	Groombridge	frozen synthetic chicken	0.79
1	Groombridge	Red Nebula beer	0.49
1	Groombridge	Eridani mineral water	0.18
1	Groombridge	photocotton	0.15
1	Groombridge	Australian Chardonnay	0.05
1	Groombridge	Europan Ice vodka	0.36
1	Groombridge	frozen megathere meat	0.65
1	Groombridge	neolinen business suit	0.09
1	Groombridge	palladium ore	0.51
1	Groombridge	Centauri rice	4.06
1	Groombridge	Kobe spring water	0.01
1	Groombridge	silk	0.02
1	Groombridge	Bombay Sapphire gin	0.03
1	Groombridge	frozen Hogei salmon	0.33
1	Groombridge	dried Europan ice moss	1.15
1	Groombridge	Misato sake	0.05
1	Groombridge	natural periweed	0.16
1	Groombridge	genuine leather boots	0.01
1	Groombridge	Rowena's Weapons and Armor: Volume I	0.19
1	Groombridge	Rowena's Weapons and Armor: Volume II	0.01
1	Groombridge	titanium barricade	0.68
1	Groombridge	quad titanium barricade	0.25
1	Groombridge	helium³ reactor assembly	15.55
1	Groombridge	weapon enhancement ROM	0.10
1	Groombridge	TK10 Trident cannon	0.46
1	Groombridge	hull plate ionizer	0.47
1	Groombridge	fast-fire laser cannon	0.44
1	Groombridge	AK15 Partisan cannon	0.33
1	Groombridge	laser cannon array	0.14
1	Groombridge	slam cannon	0.13
1	Groombridge	heavy water	0.68
1	Groombridge	visual display enhancement ROM	0.24
1	Groombridge	decon gel	0.17
1	Groombridge	radioactive waste	0.03
1	Groombridge	blast plate	0.24
1	Groombridge	Akan 30 cannon	0.07
1	Groombridge	Akan 30 cannon shell cartridge	47.92
1	Groombridge	hardened reactive armor	0.55
1	Groombridge	DM600 missile rack	0.83
1	Groombridge	light recoilless cannon	0.21
1	Groombridge	Commonwealth military identification chip	0.01
1	Groombridge	lancer cannon	0.03
1	Groombridge	mark I howitzer	0.01
1	Groombridge	laser collimator	0.14
1	Groombridge	Yoroi S100 shield generator	0.09
1	Groombridge	Yoroi S500 shield generator	0.06
1	Groombridge	sunflare cannon	0.02
1	Groombridge	blinder cannon	0.10
1	Groombridge	monopole deflector screen	0.71
1	Groombridge	Shuriken neutron blaster	0.06
1	Groombridge	Nandao bolt cartridge	42.13
1	Groombridge	light meteorsteel	0.22
1	Groombridge	heavy meteorsteel	0.04
1	Groombridge	omnidirectional particle cannon	0.01
1	Groombridge	AutoSentinel®	0.08
1	Groombridge	blue cash card	0.01
1	Groombridge	hypermycin	0.03
1	Groombridge	R1 deflector	0.15
1	Groombridge	PK25 Morning Star cannon	0.06
1	Groombridge	uranium ore	0.01
1	Groombridge	helium regolith	0.18
1	Groombridge	cobalt-thorium ore	0.25
1	Groombridge	xenotite ore	0.03
1	Groombridge	Booster	0.59
1	Groombridge	Nova-25 reactor	0.11
1	Groombridge	omnidirectional turbolaser cannon	0.06
1	Groombridge	heavy slam cannon	0.01
1	Groombridge	Makayev launcher	0.02
1	Groombridge	White Strelka missile	5.81
1	Groombridge	Akan 30 ammunition box	0.01
1	Groombridge	advanced plasteel armor	0.11
1	Groombridge	ceralloy armor	0.30
1	Groombridge	heavy ceralloy armor	0.10
1	Groombridge	light blast plate	0.12
1	Groombridge	ceralloy ore	0.04
1	Groombridge	Nephren P25 shield generator	0.12
1	Groombridge	particle resistance coating	0.43
1	Groombridge	monopole dust	0.03
1	Groombridge	digital wrist computer	0.03
1	Groombridge	light Tharsis plate	0.05
4	Hadar	Heliotrope fuel cylinder	6.44
4	Hadar	Luminous ion shield	0.01
4	Hadar	light titanium armor	0.15
4	Hadar	heavy reactive armor	0.18
4	Hadar	reactive armor	0.12
4	Hadar	Duralloy armor	0.14
4	Hadar	plasteel armor	1.55
4	Hadar	stealth armor	0.06
4	Hadar	carbide carapace	0.35
4	Hadar	heavy plasteel armor	2.28
4	Hadar	laser cannon	0.08
4	Hadar	recoilless cannon	0.01
4	Hadar	particle beam weapon	0.42
4	Hadar	NAMI missile launcher	0.05
4	Hadar	KM100 Longbow missile	16.89
4	Hadar	dual laser cannon	0.01
4	Hadar	dual recoilless cannon	0.01
4	Hadar	XM300 Reaper missile	3.51
4	Hadar	KM500 Stiletto missile	6.38
4	Hadar	x-ray laser cannon	0.05
4	Hadar	330M mule auton	0.26
4	Hadar	XM900 Lucifer missile	4.93
4	Hadar	calligraphy scroll	0.02
4	Hadar	310A aegis auton	0.21
4	Hadar	heavy ceramic armor	0.38
4	Hadar	kiloton cannon shell	0.96
4	Hadar	patch spider	0.02
4	Hadar	Scramble1.5 algorithm cube	0.01
4	Hadar	Heisenmachines quantum CPU	0.05
4	Hadar	titanium ore	0.32
4	Hadar	hydrocarbons	1.67
4	Hadar	water ice	6.37
4	Hadar	frozen supplies	1.45
4	Hadar	plasteel ore	0.27
4	Hadar	spool of carbon fiber	0.01
4	Hadar	Duralloy ore	0.44
4	Hadar	medical supplies	0.61
